outname	scaff	start	end	win_size	num_sites	num_snps	Rho	FstWC	dxy	AFD	FixedDiff	FstH	FstN
DIPTET_WS1_MS1	scaffold_1	83298.0	83299.0	1.0	1	1	0.17092976805201282	0.13898128816380337	0.09722222222222222	-0.09722222222222222	0	0.0909090909090909	0.051094890510948905
DIPTET_WS1_MS1	scaffold_1	88768.0	88769.0	1.0	1	1	0.18126950943625253	0.14884511636016837	0.10416666666666667	-0.10416666666666667	0	0.09790209790209792	0.05494505494505495
DIPTET_WS1_MS1	scaffold_1	88934.0	88935.0	1.0	1	1	0.20795198215604013	0.1469572911475144	0.16405122655122653	-0.13654401154401155	0	0.10781446269499449	0.06024809790519611
DIPTET_WS1_MS1	scaffold_1	88939.0	88940.0	1.0	1	1	0.15530255538397178	0.10010459386667417	0.13045634920634921	-0.10182178932178931	0	0.07349244060456454	0.04138049406512877
DIPTET_WS1_MS1	scaffold_1	89095.0	89096.0	1.0	1	1	0.048506373951635616	0.009523567063904257	0.03896103896103896	0.02552308802308802	0	0.01285589335263602	0.00843047163546139
DIPTET_WS1_MS1	scaffold_1	91029.0	91030.0	1.0	1	1	0.07072349033037037	0.04520772863492086	0.2746882028215089	-0.11367818442036393	0	0.041250037105163194	0.024089180838029762
DIPTET_WS1_MS1	scaffold_1	91040.0	91041.0	1.0	1	1	-0.005279083818789704	-0.0029367665590339237	0.41558441558441556	0.04155844155844157	0	-0.0011295198368992073	0.002082248828735035
DIPTET_WS1_MS1	scaffold_1	100181.0	100182.0	1.0	1	1	0.053045274567219025	0.02900854127932075	0.4648268398268398	0.12770562770562766	0	0.029989186962866655	0.017856043662925484
DIPTET_WS1_MS1	scaffold_1	102587.0	102588.0	1.0	1	1	0.007118250753389171	0.0012527952378670016	0.28580447330447334	0.03878066378066378	0	0.00033010531189654323	0.0026380050438542294
DIPTET_WS1_MS1	scaffold_1	102978.0	102979.0	1.0	1	1	0.004833849410132583	0.0015360785917194072	0.18005952380952378	-0.036886724386724384	0	0.0021637088156591746	0.0037926090951836034
DIPTET_WS1_MS1	scaffold_1	115367.0	115368.0	1.0	1	1	0.09381488932552387	0.08716899517052008	0.0625	-0.0625	0	0.055944055944055944	0.03225806451612903
DIPTET_WS1_MS1	scaffold_1	134133.0	134134.0	1.0	1	1	-0.010595496375388874	-0.003879226796600131	0.03282828282828283	0.005591630591630592	0	-0.0038603341033809583	0.0004764371819310828
DIPTET_WS1_MS1	scaffold_1	144684.0	144685.0	1.0	1	1	0.003384193795314946	0.0024241208004211192	0.017045454545454544	-0.01064213564213564	0	0.00040700040700040465	0.0033332216194994885
DIPTET_WS1_MS1	scaffold_1	150015.0	150016.0	1.0	1	1	0.18209059024088053	0.12463856538051218	0.1773989898989899	-0.13374819624819623	0	0.09508302679503716	0.05309611429765303
DIPTET_WS1_MS1	scaffold_1	190649.0	190650.0	1.0	1	1	0.14551048922376608	0.06194524267934299	0.2498647186147186	-0.12022005772005773	0	0.05236927465067472	0.029782732207229903
DIPTET_WS1_MS1	scaffold_1	192141.0	192142.0	1.0	1	1	0.050770079978335804	0.028387274575107608	0.05740440115440115	-0.038870851370851375	0	0.02013977639791653	0.013336025028747039
DIPTET_WS1_MS1	scaffold_1	193095.0	193096.0	1.0	1	1	0.034772904123639925	0.012528556853922169	0.279296066252588	-0.07432712215320914	0	0.014788465743343073	0.009988871113638113
DIPTET_WS1_MS1	scaffold_1	201343.0	201344.0	1.0	1	1	0.053377345277966004	0.02466956690314666	0.3347107438016529	0.09848484848484851	0	0.023314823665974243	0.014702044367116147
DIPTET_WS1_MS1	scaffold_1	204930.0	204931.0	1.0	1	1	0.2166383887375201	0.18222786978080438	0.13235294117647056	0.13235294117647056	0	0.12592592592592586	0.07086614173228346
DIPTET_WS1_MS1	scaffold_1	206756.0	206757.0	1.0	1	1	0.13001084305527388	0.037085629526789655	0.162111801242236	0.08757763975155279	0	0.042947460213647266	0.024229195687225105
DIPTET_WS1_MS1	scaffold_1	217680.0	217681.0	1.0	1	1	0.04802589784549797	0.03611565928331852	0.02777777777777779	0.02777777777777779	0	0.020979020979021	0.014084507042253584
DIPTET_WS1_MS1	scaffold_1	221975.0	221976.0	1.0	1	1	-0.006182606571663	-0.002519047390518205	0.0202020202020202	-0.007395382395382394	0	-0.0030738805168772612	0.0013554538673977458
DIPTET_WS1_MS1	scaffold_1	234166.0	234167.0	1.0	1	1	0.17092976805201276	0.13898128816380337	0.09722222222222222	-0.09722222222222222	0	0.0909090909090909	0.051094890510948905
DIPTET_WS1_MS1	scaffold_1	236619.0	236620.0	1.0	1	1	0.047298835584592504	0.009412117089594782	0.01948051948051948	0.01948051948051948	0	0.016286644951140065	0.009836065573770493
DIPTET_WS1_MS1	scaffold_1	240752.0	240753.0	1.0	1	1	-0.01159616645300361	-0.004530713477004512	0.02335858585858586	-0.004148629148629148	0	-0.00470847050651611	0.00036854685944430926
DIPTET_WS1_MS1	scaffold_1	240753.0	240754.0	1.0	1	1	-0.013696513666494301	-0.006118477223709138	0.31547619047619047	-0.003607503607503615	0	-0.005070728750895919	2.0626518111733108e-05
DIPTET_WS1_MS1	scaffold_1	243072.0	243073.0	1.0	1	1	0.002488179703370831	0.00367446530206676	0.006944444444444444	-0.006944444444444444	0	0.0	0.003484320557491289
DIPTET_WS1_MS1	scaffold_1	253453.0	253454.0	1.0	1	1	0.018206574802370305	0.01457312105825246	0.01388888888888884	0.01388888888888884	0	0.006993006993006895	0.006993006993006968
DIPTET_WS1_MS1	scaffold_1	282764.0	282765.0	1.0	1	1	0.11842055933424891	0.13475702553408095	0.2824675324675325	-0.18506493506493507	0	0.11590734324644245	0.06453727429831357
DIPTET_WS1_MS1	scaffold_1	284733.0	284734.0	1.0	1	1	0.033376406055451974	0.02538652021740768	0.020833333333333332	-0.020833333333333332	0	0.013986013986013986	0.010526315789473684
DIPTET_WS1_MS1	scaffold_1	291873.0	291874.0	1.0	1	1	0.09378160443262143	0.027342477467328055	0.08333333333333333	0.057539682539682536	0	0.035987899180081585	0.02026750210868779
DIPTET_WS1_MS1	scaffold_1	292335.0	292336.0	1.0	1	1	-0.00038758470342195616	-0.0012411361559554496	0.02295274170274171	-0.009289321789321847	0	-0.0006079494186083249	0.001883304696474476
DIPTET_WS1_MS1	scaffold_1	297810.0	297811.0	1.0	1	1	0.02539427227097733	0.008711338595327904	0.19095238095238096	0.05476190476190476	0	0.010953223759493976	0.007914540911743144
DIPTET_WS1_MS1	scaffold_1	299007.0	299008.0	1.0	1	1	0.04331486319115137	0.02164467891168766	0.06998556998556998	-0.03932178932178932	0	0.01610711730259062	0.011169975226929784
DIPTET_WS1_MS1	scaffold_1	329245.0	329246.0	1.0	1	1	0.01820657480237033	0.01457312105825267	0.013888888888888888	-0.013888888888888888	0	0.006993006993006991	0.006993006993006993
DIPTET_WS1_MS1	scaffold_1	330947.0	330948.0	1.0	1	1	-0.0013268616903822444	-0.0005569991664224165	0.024372586872586963	0.011100386100386106	0	-0.002360575040554898	0.0025342167162491496
DIPTET_WS1_MS1	scaffold_1	334300.0	334301.0	1.0	1	1	-0.0007861796121259434	-0.0008980876325829315	0.42334054834054835	-0.04716810966810969	0	7.510507504262609e-05	0.0026346308967636176
DIPTET_WS1_MS1	scaffold_1	340825.0	340826.0	1.0	1	1	-0.013590449173900702	-0.0076924974531860976	0.10373134328358209	-0.009701492537313429	0	-0.004929687625636131	0.00045387282429750386
DIPTET_WS1_MS1	scaffold_1	361020.0	361021.0	1.0	1	1	0.27726404543212857	0.06323371716414038	0.29635188178249827	-0.1481182175017317	0	0.06934251992004575	0.038437913481495306
DIPTET_WS1_MS1	scaffold_1	367073.0	367074.0	1.0	1	1	-0.010020335881269634	-0.004131291611379299	0.010146103896103896	-0.003697691197691197	0	-0.0044444444444444444	0.000674255821723712
DIPTET_WS1_MS1	scaffold_1	370196.0	370197.0	1.0	1	1	0.05148900704551444	0.029959609269946886	0.31479978354978355	-0.10344516594516595	0	0.028662865606043624	0.01729023338882353
DIPTET_WS1_MS1	scaffold_1	377266.0	377267.0	1.0	1	1	-0.015544500349097868	-0.011600283683882327	0.42960662525879917	0.005693581780538304	0	-0.005731434830230012	3.772997746491348e-05
DIPTET_WS1_MS1	scaffold_1	377489.0	377490.0	1.0	1	1	0.11352508117369565	0.0609733844123286	0.46995610023779033	-0.17363270532284614	0	0.05909574362995981	0.03313861638612258
DIPTET_WS1_MS1	scaffold_1	382843.0	382844.0	1.0	1	1	0.09385029094438861	0.03995337370201659	0.40665584415584416	-0.13248556998556998	0	0.03798388912200377	0.022057457690184894
DIPTET_WS1_MS1	scaffold_1	384762.0	384763.0	1.0	1	1	0.03412413114482978	0.008780744320750003	0.07372835497835498	0.03436147186147186	0	0.011775577618448847	0.008071800943953805
DIPTET_WS1_MS1	scaffold_1	386008.0	386009.0	1.0	1	1	0.08910695779582867	0.06780725070228923	0.04861111111111116	0.04861111111111116	0	0.04195804195804205	0.024911032028469778
DIPTET_WS1_MS1	scaffold_1	386692.0	386693.0	1.0	1	1	0.018206574802370326	0.014573121058252468	0.01388888888888884	0.01388888888888884	0	0.006993006993006895	0.006993006993006968
DIPTET_WS1_MS1	scaffold_1	395875.0	395876.0	1.0	1	1	-0.013868299294589641	-0.005152055339832907	0.01343201754385959	0.0003654970760234022	0	-0.005186232909005185	4.972774062010797e-06
DIPTET_WS1_MS1	scaffold_1	396420.0	396421.0	1.0	1	1	0.03956991784783349	0.0052891478798324214	0.012987012987012988	0.012987012987012988	0	0.009771986970684042	0.006535947712418301
DIPTET_WS1_MS1	scaffold_1	403454.0	403455.0	1.0	1	1	0.02468253284608278	0.00808063070617799	0.2326388888888889	-0.05257936507936507	0	0.006509849720506531	0.005977320653781414
DIPTET_WS1_MS1	scaffold_1	404144.0	404145.0	1.0	1	1	0.008787244451533659	0.004236658197149688	0.3708502024291498	-0.06639676113360327	0	0.005727722256247468	0.0059793550406567735
DIPTET_WS1_MS1	scaffold_1	404564.0	404565.0	1.0	1	1	-0.011529465784678103	-0.005642202203441989	0.4258217993079585	0.025735294117647023	0	-0.003941370038382968	0.000778284280245872
DIPTET_WS1_MS1	scaffold_1	407985.0	407986.0	1.0	1	1	0.05914035223078049	0.012014700084648666	0.022727272727272728	0.022727272727272728	0	0.01954397394136808	0.011494252873563218
DIPTET_WS1_MS1	scaffold_1	411891.0	411892.0	1.0	1	1	0.09281725424781354	0.04499938113522064	0.22212837837837837	-0.09928678678678678	0	0.03881249324311771	0.022693119712995983
DIPTET_WS1_MS1	scaffold_1	415614.0	415615.0	1.0	1	1	-0.0008488377030147362	-0.0012983230853757773	0.0550595238095238	0.01488095238095238	0	-0.0006064012578670557	0.0020149915370355443
DIPTET_WS1_MS1	scaffold_1	416101.0	416102.0	1.0	1	1	0.06278379407008342	0.034334608064875906	0.23656204906204906	-0.09289321789321789	0	0.031002370659947518	0.01857748930126436
DIPTET_WS1_MS1	scaffold_1	419292.0	419293.0	1.0	1	1	0.0416928584994438	0.010859109791524912	0.07683982683982683	0.037608225108225105	0	0.014217729327606829	0.009288911046933973
DIPTET_WS1_MS1	scaffold_1	423404.0	423405.0	1.0	1	1	0.011513544002140573	0.0019965954527199656	0.4110750360750361	0.047799422799422786	0	0.0005535711164072623	0.002786780773946858
DIPTET_WS1_MS1	scaffold_1	430756.0	430757.0	1.0	1	1	0.015476724311160261	0.0029733206927939804	0.21726190476190477	0.03869047619047618	0	0.002050691265808837	0.003456951745862906
DIPTET_WS1_MS1	scaffold_1	430904.0	430905.0	1.0	1	1	0.05047454025174403	0.036135163660981316	0.06421356421356421	-0.04581529581529581	0	0.0264851533928868	0.01661579288412624
DIPTET_WS1_MS1	scaffold_1	431324.0	431325.0	1.0	1	1	0.01393459478133744	0.0048155494794922425	0.5023448773448773	0.06998556998557004	0	0.004671282378169569	0.004899000102051662
DIPTET_WS1_MS1	scaffold_1	456983.0	456984.0	1.0	1	1	-0.0028613722781269083	-0.002305950754847951	0.0229527417027417	0.009289321789321788	0	-0.0006079494186083727	0.001883304696474444
DIPTET_WS1_MS1	scaffold_1	458386.0	458387.0	1.0	1	1	0.12556841482992923	0.0409361599507381	0.2967463991769548	0.10995370370370372	0	0.03388495656303553	0.020794212181606632
DIPTET_WS1_MS1	scaffold_1	464201.0	464202.0	1.0	1	1	0.0621813709572945	0.046761519290145756	0.034722222222222224	-0.034722222222222224	0	0.027972027972027982	0.0176678445229682
DIPTET_WS1_MS1	scaffold_1	465042.0	465043.0	1.0	1	1	0.00035554057512547025	-0.000833714271162547	0.0550595238095238	0.01488095238095238	0	-0.0006064012578670557	0.0020149915370355443
DIPTET_WS1_MS1	scaffold_1	468575.0	468576.0	1.0	1	1	-0.01581967240343941	-0.006950041015696651	0.06455399061032864	-0.00339757845317519	0	-0.006142188706075204	8.94179541497246e-05
DIPTET_WS1_MS1	scaffold_1	472435.0	472436.0	1.0	1	1	-0.006489060607548611	-0.004087885449694376	0.1749585406301824	-0.029021558872305134	0	-0.001315086000319508	0.002412808962649716
DIPTET_WS1_MS1	scaffold_1	475679.0	475680.0	1.0	1	1	0.21057277054271129	0.1779992891563105	0.125	0.125	0	0.11888111888111888	0.06666666666666667
DIPTET_WS1_MS1	scaffold_1	478086.0	478087.0	1.0	1	1	0.018206574802370326	0.01457312105825267	0.013888888888888888	-0.013888888888888888	0	0.006993006993006991	0.006993006993006993
DIPTET_WS1_MS1	scaffold_1	493926.0	493927.0	1.0	1	1	0.1978737843323922	0.10968564022587078	0.5270562770562771	0.2478354978354979	0	0.11208586876941297	0.06187473083707461
DIPTET_WS1_MS1	scaffold_1	495170.0	495171.0	1.0	1	1	0.044801531821294094	0.016643306526399327	0.4838362068965517	0.10452586206896552	0	0.016511772360872642	0.011419590137571534
DIPTET_WS1_MS1	scaffold_1	495977.0	495978.0	1.0	1	1	0.017566274298208777	0.0070836714064866965	0.48832468495181613	-0.0807079318013344	0	0.008266214808327321	0.006714288454121656
DIPTET_WS1_MS1	scaffold_1	496399.0	496400.0	1.0	1	1	0.021930530923844983	0.017907329490915544	0.04076479076479077	-0.028228715728715728	0	0.013282651452493775	0.009870352199966488
DIPTET_WS1_MS1	scaffold_1	498470.0	498471.0	1.0	1	1	0.020320654856661548	0.011138009867052791	0.03391053391053391	-0.02128427128427128	0	0.007170388693709778	0.006724555930107888
DIPTET_WS1_MS1	scaffold_1	501112.0	501113.0	1.0	1	1	0.1429461211892282	0.08630776422387539	0.4969787157287157	-0.2105880230880231	0	0.08438833578255003	0.046700550806496446
DIPTET_WS1_MS1	scaffold_1	510997.0	510998.0	1.0	1	1	-0.005964386500268293	-0.00436918663061925	0.39331103678929763	0.0437012263099219	0	-0.0007859788881686823	0.0024337546874611897
DIPTET_WS1_MS1	scaffold_1	513472.0	513473.0	1.0	1	1	0.021591636873959548	0.007787265340871297	0.38365800865800864	-0.07088744588744592	0	0.007871377736720041	0.0065920102270077725
DIPTET_WS1_MS1	scaffold_1	517468.0	517469.0	1.0	1	1	-0.002446645343319064	-0.001430437295954757	0.15476190476190477	-0.0257936507936508	0	-0.0010629978056688136	0.0021541010770505394
DIPTET_WS1_MS1	scaffold_1	518544.0	518545.0	1.0	1	1	-0.014561544297498423	-0.008471874850885465	0.376865671641791	0.003731343283582045	0	-0.0054273121972577025	1.847233767433224e-05
DIPTET_WS1_MS1	scaffold_1	520786.0	520787.0	1.0	1	1	0.014355209348387195	0.0007045127735379797	0.006493506493506494	0.006493506493506494	0	0.003257328990228014	0.003257328990228013
DIPTET_WS1_MS1	scaffold_1	536206.0	536207.0	1.0	1	1	-0.013245817656761343	-0.005785976329153374	0.3732638888888889	-0.01032282282282282	0	-0.004879363570731329	0.00014276211419128555
DIPTET_WS1_MS1	scaffold_1	537901.0	537902.0	1.0	1	1	0.009931908392345786	0.00487290432136346	0.036976911976911976	-0.018037518037518036	0	0.002841759813238322	0.004418834841628959
DIPTET_WS1_MS1	scaffold_1	538123.0	538124.0	1.0	1	1	0.0015348505807290967	-7.355541343415018e-05	0.28580447330447334	0.03878066378066378	0	0.00033010531189654323	0.0026380050438542294
DIPTET_WS1_MS1	scaffold_1	538284.0	538285.0	1.0	1	1	0.035674535889560564	0.014210696324517644	0.13645382395382397	-0.04852092352092352	0	0.011649310750907981	0.008701721356117355
DIPTET_WS1_MS1	scaffold_1	541920.0	541921.0	1.0	1	1	0.017639276013593715	0.01411324347693949	0.014084507042253502	0.014084507042253502	0	0.007092198581560248	0.007092198581560274
DIPTET_WS1_MS1	scaffold_1	548226.0	548227.0	1.0	1	1	0.0006137137501900913	-0.00026122201762733137	0.3132665945165945	0.04319985569985574	0	0.0007048751586852878	0.002987556005851391
DIPTET_WS1_MS1	scaffold_1	553249.0	553250.0	1.0	1	1	0.0727825003261254	0.03815651806105074	0.0928932178932179	-0.056908369408369415	0	0.02888221800020922	0.017740894213500363
DIPTET_WS1_MS1	scaffold_1	558659.0	558660.0	1.0	1	1	-0.0052973002399873195	-0.0025084355931213084	0.06547619047619045	0.015692640692640647	0	-0.0017622294791379998	0.0018840660879305385
DIPTET_WS1_MS1	scaffold_1	565626.0	565627.0	1.0	1	1	0.06772866253384761	0.04208100224403826	0.42243867243867245	-0.14033189033189034	0	0.04147183425730953	0.023865019383497384
DIPTET_WS1_MS1	scaffold_1	579752.0	579753.0	1.0	1	1	0.007214459663580255	0.00269152844616193	0.20923520923520925	-0.04148629148629149	0	0.0028598830126405116	0.004129850622756492
DIPTET_WS1_MS1	scaffold_1	579766.0	579767.0	1.0	1	1	0.2080423559538188	0.0684957500031586	0.18471308479532167	-0.1264619883040936	0	0.08289632212902606	0.04524934081617845
DIPTET_WS1_MS1	scaffold_1	580095.0	580096.0	1.0	1	1	0.0017755050312568224	-0.0014755941331799258	0.0035211267605633756	-0.0035211267605633756	0	-9.14117956676841e-18	0.0017636684303350392
DIPTET_WS1_MS1	scaffold_1	580521.0	580522.0	1.0	1	1	0.002488179703370847	0.0036744653020667436	0.006944444444444444	-0.006944444444444444	0	0.0	0.003484320557491289
DIPTET_WS1_MS1	scaffold_1	609437.0	609438.0	1.0	1	1	0.00967764015851728	0.0040469566722433035	0.05952380952380952	-0.022186147186147184	0	0.0025329719140794052	0.004151857715515005
DIPTET_WS1_MS1	scaffold_1	617942.0	617943.0	1.0	1	1	0.08971489358026766	0.04685146114586779	0.2977994227994228	-0.11922799422799422	0	0.04237016630847632	0.02445083812985653
DIPTET_WS1_MS1	scaffold_1	626209.0	626210.0	1.0	1	1	0.0033841937953149157	0.002424120800421149	0.017045454545454544	-0.01064213564213564	0	0.00040700040700040465	0.0033332216194994885
DIPTET_WS1_MS1	scaffold_1	634966.0	634967.0	1.0	1	1	0.00048468089024810806	-0.001726549139717757	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	637266.0	637267.0	1.0	1	1	0.00048468089024810806	-0.001726549139717757	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	638675.0	638676.0	1.0	1	1	0.0642955302297481	0.027371302440815776	0.1474074074074074	-0.06444444444444444	0	0.022479377733911267	0.014288384104385054
DIPTET_WS1_MS1	scaffold_1	641694.0	641695.0	1.0	1	1	0.00048468089024810806	-0.001726549139717757	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	642688.0	642689.0	1.0	1	1	0.00048468089024810806	-0.001726549139717757	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	650002.0	650003.0	1.0	1	1	0.12279588493229439	0.08952302731040478	0.07633513931888544	-0.07023993808049536	0	0.05787917194761301	0.033394892724713965
DIPTET_WS1_MS1	scaffold_1	663169.0	663170.0	1.0	1	1	0.03276941009699272	0.010884319326620612	0.2913059163059163	0.07215007215007213	0	0.013137143712672387	0.009015547311338398
DIPTET_WS1_MS1	scaffold_1	665330.0	665331.0	1.0	1	1	0.001310741682089806	0.00030311089551433753	0.07499098124098125	-0.019390331890331892	0	-0.0005311108141243222	0.002513168103789249
DIPTET_WS1_MS1	scaffold_1	684071.0	684072.0	1.0	1	1	-0.0003875847034221227	-0.0012411361559554483	0.0229527417027417	0.009289321789321788	0	-0.0006079494186083727	0.001883304696474444
DIPTET_WS1_MS1	scaffold_1	685863.0	685864.0	1.0	1	1	0.04549647341199195	0.015177624887891657	0.10137085137085138	0.050144300144300144	0	0.02063272255814015	0.012557985054691353
DIPTET_WS1_MS1	scaffold_1	689695.0	689696.0	1.0	1	1	0.048205563206651196	0.012992595081454006	0.025974025974025976	0.025974025974025976	0	0.022801302931596094	0.013157894736842106
DIPTET_WS1_MS1	scaffold_1	691528.0	691529.0	1.0	1	1	0.018206574802370305	0.014573121058252456	0.01388888888888884	0.01388888888888884	0	0.006993006993006895	0.006993006993006968
DIPTET_WS1_MS1	scaffold_1	697068.0	697069.0	1.0	1	1	-0.013794426302229311	-0.0066414385132304455	0.22993326118326113	-0.0011724386724386582	0	-0.00511215935010471	2.9891642089928783e-06
DIPTET_WS1_MS1	scaffold_1	697634.0	697635.0	1.0	1	1	0.10335958352280496	0.036351812979560236	0.27998737373737376	-0.10164141414141416	0	0.03150691084251857	0.01879576850481515
DIPTET_WS1_MS1	scaffold_1	697842.0	697843.0	1.0	1	1	0.012439317251004764	0.004090151257278501	0.2370580808080808	-0.04608585858585858	0	0.0036163258143072216	0.00449987544912202
DIPTET_WS1_MS1	scaffold_1	714300.0	714301.0	1.0	1	1	0.21362888814174458	0.10902329365850409	0.1875	-0.16468253968253976	0	0.141582750703272	0.07795896658254786
DIPTET_WS1_MS1	scaffold_1	714597.0	714598.0	1.0	1	1	0.08175756642166752	0.03747840165137863	0.41680194805194803	0.13861832611832609	0	0.04147986545406053	0.023594429368418747
DIPTET_WS1_MS1	scaffold_1	724212.0	724213.0	1.0	1	1	0.0024881797033708326	0.003674465302066757	0.006944444444444444	-0.006944444444444444	0	0.0	0.003484320557491289
DIPTET_WS1_MS1	scaffold_1	728437.0	728438.0	1.0	1	1	0.0033728021762415373	-3.6292737655619443e-06	0.18073593073593072	0.03354978354978355	0	0.0014118593181964814	0.003123628739984724
DIPTET_WS1_MS1	scaffold_1	729008.0	729009.0	1.0	1	1	0.0024881797033708348	0.0036744653020667553	0.006944444444444444	-0.006944444444444444	0	0.0	0.003484320557491289
DIPTET_WS1_MS1	scaffold_1	737368.0	737369.0	1.0	1	1	0.033376406055451995	0.025386520217407643	0.020833333333333332	-0.020833333333333332	0	0.013986013986013986	0.010526315789473684
DIPTET_WS1_MS1	scaffold_1	748534.0	748535.0	1.0	1	1	0.0024881797033708248	0.0036744653020667653	0.006944444444444444	-0.006944444444444444	0	0.0	0.003484320557491289
DIPTET_WS1_MS1	scaffold_1	748573.0	748574.0	1.0	1	1	0.2348571805329674	0.16120757589636178	0.3241341991341991	-0.21374458874458876	0	0.13577084332904296	0.07581835472347988
DIPTET_WS1_MS1	scaffold_1	753200.0	753201.0	1.0	1	1	0.0009105730950106893	-0.00036844813176302357	0.1305916305916306	0.028860028860028863	0	0.0016404313019210365	0.0031991554229683374
DIPTET_WS1_MS1	scaffold_1	764232.0	764233.0	1.0	1	1	0.0004846808902481027	-0.0017265491397177584	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	789479.0	789480.0	1.0	1	1	0.003384193795314954	0.0024241208004211093	0.017045454545454544	-0.01064213564213564	0	0.00040700040700040465	0.0033332216194994885
DIPTET_WS1_MS1	scaffold_1	812781.0	812782.0	1.0	1	1	0.01662740882599773	0.005956687107009312	0.17509920634920634	-0.04338023088023088	0	0.005303653539805277	0.005402684232288919
DIPTET_WS1_MS1	scaffold_1	812785.0	812786.0	1.0	1	1	0.2354723624844845	0.21574259821460956	0.3841734618235729	0.2703391401037806	0	0.18529078867796872	0.10511587691518791
DIPTET_WS1_MS1	scaffold_1	818966.0	818967.0	1.0	1	1	0.1074635229366793	0.0590090599201146	0.5116341991341992	0.18127705627705631	0	0.05936744772512349	0.03317966273674789
DIPTET_WS1_MS1	scaffold_1	819339.0	819340.0	1.0	1	1	0.0793984402248628	0.036477456347306446	0.4109730848861284	0.13628364389233955	0	0.04027062516792117	0.023119065517265308
DIPTET_WS1_MS1	scaffold_1	829953.0	829954.0	1.0	1	1	0.00048468089024810806	-0.001726549139717757	0.003246753246753247	0.003246753246753247	0	0.0	0.0016260162601626016
DIPTET_WS1_MS1	scaffold_1	831192.0	831193.0	1.0	1	1	0.07109368214136504	0.06600358169969796	0.07607487027427724	-0.06384358784284655	0	0.04719240162023822	0.027526851119142846
DIPTET_WS1_MS1	scaffold_1	846451.0	846452.0	1.0	1	1	-0.013595343870955552	-0.00704596587181302	0.2813852813852814	0.005411255411255422	0	-0.004996819767553919	5.2034009428562725e-05
